ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
"Mercedes-Benz Japan Co., Ltd.",,XS1471727963,JP,20180301,Automobiles,4.5,4.6,6.6,3.3,4.1,8.6,9.10,4.00,3.50,3.20,3.9,4.20,10,2.2,1.3,5.1,9.10,3.5,5.60,2.8,6.3,5.4,3.50,16.00,10.00,6.50,0,3.3,5.90,6.30,9.1,7.9,10.00,3.60,7.50,3.9,6.20,6.80,6.00,3.30,3.30,3.70,3.70,18,10,25,26,3,16,12,17,4,42,37
Bayer Holding Ltd.,,XS0405675009,JP,20180301,Pharmaceuticals,5.7,4.4,3.3,4.5,4.7,9.2,7.80,3.30,4.20,4.10,6,3.50,9.2,4.1,3.9,5,7.80,4.7,5.50,4.2,7.7,1.9,4.70,0.00,8.70,6.40,0,3.2,8.90,6.10,7.8,7.5,8.30,2.90,4.20,6,3.50,8.20,4.70,4.60,4.60,3.70,3.70,37,32,34,31,2,57,40,66,42,80,92
Yahoo Japan Corporation,4689,JP3933800009,JP,20180401,Software & Services,4.1,4.3,9,4.2,3.8,9,5.50,7.30,1.60,6.20,4.6,2.20,9,2,2.3,1.8,5.50,2.5,1.00,1.7,2.9,2.1,3.00,0.00,4.00,0.00,0,0.4,8.30,2.90,4.7,0.8,6.20,7.50,6.70,4.6,2.20,5.10,0.30,5.00,5.00,5.00,5.00,3,5,37,92,3,25,75,99,100,19,85
"DeNA Co., Ltd.",2432,JP3548610009,JP,20180401,Software & Services,3,3.8,8,3.1,4.4,8,5.60,7.30,1.00,4.70,4.3,4.50,8,1.6,2,1.7,5.60,2.4,1.00,1.6,2.9,0,10.00,0.00,3.50,7.00,0,0.4,8.30,2.30,3.4,0.8,4.70,6.50,4.20,4.3,4.50,5.00,2.50,5.00,5.00,5.00,5.00,0,1,43,94,4,20,61,99,100,19,85
"SANTEN PHARMACEUTICAL CO., LTD.",4536,JP3336000009,JP,20180401,Pharmaceuticals,5.6,4.4,4.3,5.4,2.8,10,7.80,4.30,5.10,6.80,3.6,2.10,10,2.3,1.1,2.4,8.40,3.6,5.00,3.5,6.3,0,7.50,0.00,4.30,4.80,0,1.2,7.40,5.50,7.5,6,9.10,2.90,5.00,3.6,2.10,7.90,3.00,5.00,5.00,5.00,5.00,23,32,21,66,4,10,31,47,20,19,85
"Mercedes-Benz Japan Co., Ltd.",,XS1795324844,JP,20180401,Automobiles,4.5,4.5,6.6,3.3,3.9,8.6,9.10,4.00,3.50,3.20,3.4,4.20,10,2.2,1.3,5.1,9.10,3.5,5.60,2.8,6.3,5.4,3.50,16.00,10.00,6.50,0,3.3,5.90,6.30,9.1,7.9,10.00,3.60,7.50,3.4,6.20,6.80,6.00,3.30,3.30,3.70,3.70,15,10,26,25,3,9,8,8,1,35,29
Bayer Holding Ltd.,,XS0405675009,JP,20180401,Pharmaceuticals,5.7,4.4,4.1,4.4,4.7,9.2,7.80,4.10,4.20,3.90,6,3.50,9.2,2.9,1.9,3.8,8.40,4.1,5.50,4,6.9,0.9,4.60,0.00,8.80,6.40,0,2.7,8.90,6.10,8.5,7,8.30,2.90,4.20,6,3.50,8.20,4.70,4.60,4.60,3.70,3.70,31,30,34,31,2,55,41,66,42,81,91
"Kyushu Financial Group, Inc.",7180,JP3246500007,JP,20180401,Banks,3.7,4.4,3.8,4.3,4.7,3.8,5.50,9.30,1.80,5.70,4.9,4.40,8,1.1,0.4,0.7,5.50,2.5,1.00,0.8,1.3,0,4.40,0.00,3.90,1.30,0,0.5,7.10,1.90,3.4,0,3.30,8.20,4.50,4.9,2.30,4.90,0.20,5.00,5.00,5.00,5.00,76,96,23,72,3,31,85,78,74,19,85
"NTT DOCOMO, INC.",9437,JP3165650007,JP,20180501,Wireless Telecommunication Services,10,7.1,10,8,5.5,10,10.00,10.00,9.30,7.80,4.5,6.40,10,2.5,1.2,1.9,10.00,2.5,6.10,1.4,1.7,0,9.30,18.00,4.60,6.90,0,1.4,6.70,7.00,6.4,0,7.80,7.90,8.70,4.5,6.40,5.50,4.90,4.20,4.20,5.00,5.00,41,45,20,60,4,25,69,89,83,18,88
KDDI CORPORATION,9433,JP3496400007,JP,20180501,Wireless Telecommunication Services,10,7,10,7.7,5.7,10,4.50,10.00,7.90,6.60,5.4,6.00,10,2.4,1.1,1.9,5.40,2.5,0.90,1.5,1.8,0,7.90,18.00,4.80,5.70,0,1.3,7.30,4.20,6.4,0.1,6.60,8.10,7.70,5.4,6.00,5.40,4.40,4.20,4.20,5.00,5.00,91,94,30,83,2,44,94,99,100,18,88
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,9432,JP3735400008,JP,20180501,Integrated Telecommunication Services,6.1,4.9,10,6,2.9,10,9.10,10.00,6.90,4.70,2.6,3.20,10,2.4,1.1,2,9.40,2.6,5.00,1.6,1.8,0,6.90,18.00,7.00,6.90,0,1.5,7.10,6.20,6.4,0.1,4.70,8.00,5.70,2.6,3.20,7.20,3.40,4.20,4.20,5.00,5.00,6,7,17,52,4,5,11,20,6,28,94
NTT URBAN DEVELOPMENT CORPORATION,8933,JP3165690003,JP,20180501,Real Estate Management & Services,6.1,4.9,10,6,2.9,10,9.10,10.00,6.90,4.70,2.6,3.20,8.4,4.3,2.7,2.5,9.40,4.5,5.00,2.6,2.8,2.1,6.90,18.00,7.00,6.90,0,2.4,7.10,6.20,4,1.6,4.70,8.00,5.70,2.6,3.20,7.20,3.40,4.20,4.20,5.00,5.00,21,23,4,9,4,8,21,89,83,28,94
Yahoo Japan Corporation,4689,JP3933800009,JP,20180501,Software & Services,4.1,4.3,9,4.2,3.8,9,5.50,7.30,1.60,6.20,4.6,2.20,9,2,2.3,1.8,5.50,2.5,1.00,1.7,2.9,2.1,3.00,0.00,4.00,0.00,0,0.4,8.30,2.90,4.7,0.8,6.20,7.50,6.70,4.6,2.20,5.10,0.30,5.00,5.00,5.00,5.00,4,5,37,92,3,28,75,99,100,18,88
"DeNA Co., Ltd.",2432,JP3548610009,JP,20180501,Software & Services,3,3.8,8,3.1,4.4,8,5.60,7.30,1.00,4.70,4.3,4.50,8,1.6,2,1.7,5.60,2.4,1.00,1.6,2.9,0,10.00,0.00,3.50,7.00,0,0.4,8.30,2.30,3.4,0.8,4.70,6.50,4.20,4.3,4.50,5.00,2.50,5.00,5.00,5.00,5.00,1,1,43,94,4,22,61,99,100,18,88
ORIX CORPORATION,8591,JP3200450009,JP,20180501,Diversified Financials,7.1,5.5,6.4,5.9,4.5,6.4,10.00,9.30,2.30,7.70,5.5,3.40,10,1.2,0.9,2.4,10.00,2.6,5.70,1.2,1.8,2.7,5.20,0.00,4.30,2.50,0,1,8.20,3.50,6.1,2.2,6.50,3.70,3.20,5.5,4.80,5.00,2.80,5.00,5.00,5.00,5.00,10,11,63,99,3,45,95,79,74,18,88
"SANTEN PHARMACEUTICAL CO., LTD.",4536,JP3336000009,JP,20180501,Pharmaceuticals,5.6,4.4,4.3,5.4,2.8,10,7.80,4.30,5.10,6.80,3.6,2.10,10,2.3,1.1,2.4,8.40,3.6,5.00,3.5,6.3,0,7.50,0.00,4.30,4.80,0,1.2,7.40,5.50,7.5,6,9.10,2.90,5.00,3.6,2.10,7.90,3.00,5.00,5.00,5.00,5.00,28,32,21,66,4,12,30,47,20,18,88
"Mercedes-Benz Japan Co., Ltd.",,XS1795324844,JP,20180501,Automobiles,4.5,4.7,6.6,3.4,4.2,8.6,9.10,4.00,3.50,3.30,4.2,4.20,10,2.2,1.3,5,9.10,3.5,5.60,2.7,6.2,5.4,3.50,16.00,10.00,6.50,0,3.2,5.90,6.30,9,7.9,10.00,3.60,7.50,4.2,6.20,6.80,6.00,3.30,3.30,3.70,3.70,18,10,46,41,2,20,14,8,1,35,29
NTT FINANCE CORPORATION,,JP316572AD50,JP,20180501,Diversified Financials,6.1,4.9,10,6,2.9,10,9.10,10.00,6.90,4.70,2.6,3.20,10,2.4,1.1,2,9.40,2.6,5.00,1.6,1.8,0,6.90,18.00,7.00,6.90,0,1.5,7.10,6.20,6.4,0.1,4.70,8.00,5.70,2.6,3.20,7.20,3.40,4.20,4.20,5.00,5.00,6,7,17,52,4,5,11,20,6,28,94
Bayer Holding Ltd.,,XS0405675009,JP,20180501,Pharmaceuticals,5.7,4.4,4.1,4.4,4.7,9.2,8.40,4.10,4.20,3.90,6.1,3.50,9.2,2.9,1.9,3.8,8.40,4.1,5.50,4,6.9,0.9,4.60,0.00,8.80,6.40,0,2.7,8.90,6.10,8.5,7,8.30,2.90,4.20,6.1,3.50,8.20,4.70,4.60,4.60,3.70,3.70,38,30,37,32,2,60,43,66,42,81,90
"Kyushu Financial Group, Inc.",7180,JP3246500007,JP,20180501,Banks,3.7,4.4,3.8,4.3,4.7,3.8,5.50,9.30,1.80,5.70,4.9,4.40,8,1.1,0.4,0.7,5.50,2.5,1.00,0.8,1.3,0,4.40,0.00,3.90,1.30,0,0.5,7.10,1.90,3.4,0,3.30,8.20,4.50,4.9,2.30,4.90,0.20,5.00,5.00,5.00,5.00,93,96,23,72,3,34,84,79,74,18,88
"Sekisui Chemical Co., Ltd.",4204,JP3419400001,JP,20180801,Real Estate Development & Diversified Activities,9.2,7,6.9,9.1,4.7,8.3,6.00,9.00,9.60,8.60,3.4,6.00,8.3,5,4.5,6.5,6.90,4.8,4.70,3.9,6.1,3.9,5.60,0.00,4.80,3.40,18,4.5,5.80,1.30,5.6,7.5,6.70,1.50,1.70,3.4,6.00,5.60,4.60,5.00,5.00,5.00,5.00,35,40,18,58,4,11,38,44,42,17,42
"Yamaguchi Financial Group, Inc.",8418,JP3935300008,JP,20180801,Banks,5.8,4.6,3.2,4.9,4.3,3.2,6.00,8.20,3.10,6.50,3.4,5.20,7,1.1,0.4,0.6,5.50,2.5,1.00,0.8,1.3,0,6.70,0.00,3.80,3.50,0,0.5,6.10,2.20,3.4,0,3.60,8.40,5.00,3.4,2.30,4.90,0.20,5.00,5.00,5.00,5.00,78,81,13,41,4,10,35,37,32,17,42
"Resona Holdings, Inc.",8308,JP3500610005,JP,20180801,Banks,6.5,5,3.2,4.7,5.7,3.2,7.20,10.00,4.80,5.20,6.3,5.10,10,1.1,0.4,0.6,7.50,2.5,3.00,0.8,1.3,0,7.90,0.00,4.50,5.40,0,0.5,6.10,3.90,4.5,0,3.60,8.40,5.00,6.3,3.10,4.90,1.00,5.00,5.00,5.00,5.00,42,46,68,99,2,62,99,79,80,28,92
"Eisai Co., Ltd.",4523,JP3160400002,JP,20180801,Pharmaceuticals,7.8,5.2,6.2,5.3,4.8,10,6.80,6.20,4.10,5.60,5.3,4.30,10,2.2,1.1,2.4,6.80,3.7,3.50,3.6,6.3,0,8.70,0.00,5.00,6.70,0,1.2,7.40,4.50,8.4,5.9,8.30,2.90,4.20,5.3,4.30,8.20,5.50,5.00,5.00,5.00,5.00,67,74,47,96,3,39,92,52,50,28,92
Panasonic Corporation,6752,JP3866800000,JP,20180801,Household Durables,7.4,5.6,8.7,4.3,4.6,10,10.00,9.70,0.30,6.60,5,4.20,10,2.7,1.2,5.3,10.00,3.9,6.90,2.8,4.4,6,3.10,0.00,7.10,3.20,0,2.6,6.80,2.00,7,6.5,7.30,3.00,3.30,5,7.90,5.00,5.90,5.00,5.00,4.20,4.20,74,77,27,80,2,33,87,79,80,17,42
"Seven Bank, Ltd.",8410,JP3105220002,JP,20180801,Banks,4.2,4.1,3.5,4.6,3.4,3.5,5.90,8.20,6.00,5.40,1.6,5.30,10,1.1,0.4,0.6,6.40,2.5,1.90,0.8,1.3,0,10.00,0.00,3.30,6.80,0,0.5,6.10,5.10,3.3,0,3.60,8.40,5.00,1.6,2.60,4.90,0.50,5.00,5.00,5.00,5.00,5,6,3,9,4,2,5,44,42,28,92
"Sumitomo Dainippon Pharma Co., Ltd.",4506,JP3495000006,JP,20180801,Pharmaceuticals,6.8,4.6,5.6,4.6,4.4,10,5.80,5.60,3.10,5.50,4,4.70,10,2.5,1.3,2.9,5.40,4.4,2.80,3.7,6.2,0,7.30,0.00,4.40,4.70,0,1.6,6.90,3.00,8.1,6,10.00,3.00,6.70,4,4.70,7.60,5.30,5.00,5.00,5.00,5.00,39,43,28,80,4,17,56,29,26,28,92
"Shionogi & Co., Ltd.",4507,JP3347200002,JP,20180801,Pharmaceuticals,6.2,4.8,6.3,4.9,4.1,10,4.40,6.30,3.60,4.70,2.9,5.20,10,2.3,1.1,2.4,5.30,3.5,1.90,3.3,6.3,0,5.90,0.00,5.00,3.90,0,1.1,7.40,4.00,7.9,6.4,4.80,3.00,0.80,2.9,5.20,7.80,6.00,4.20,4.20,5.00,5.00,87,89,5,13,4,7,21,48,46,17,42
"The Chiba Bank, Ltd.",8331,JP3511800009,JP,20180801,Banks,4.5,4.6,3.6,4.7,4.7,3.6,6.20,8.20,3.10,5.40,4.4,5.00,8.3,1.1,0.4,0.6,6.20,2.5,1.70,0.8,1.3,0,7.40,0.00,3.80,4.20,0,0.5,6.10,2.20,3.6,0,2.80,8.40,4.20,4.4,2.60,4.90,0.50,5.00,5.00,5.00,5.00,61,68,33,88,4,22,71,29,26,28,92
ASAHI KASEI CORPORATION,3407,JP3111200006,JP,20180801,Commodity Chemicals,8,5.3,6.2,5.6,3.4,8.9,5.10,5.40,7.30,3.90,5.1,2.50,8.9,5.9,5.3,6.9,5.10,5,3.10,3.9,6.9,4.6,4.50,0.00,5.00,2.50,13,4.3,6.70,0.90,6.3,6.8,10.00,1.90,5.80,5.1,7.60,5.50,6.10,2.50,2.50,5.00,5.00,47,51,45,96,1,36,90,58,58,17,42
"Aozora Bank,Ltd.",8304,JP3711200000,JP,20180801,Banks,2.9,4,1.5,3.5,5.4,1.5,5.90,8.20,4.20,3.20,3.8,6.90,8,1,0.4,0.6,5.90,2.1,1.00,0.8,1,0,8.10,0.00,2.40,3.50,0,0.4,7.10,4.30,3.3,0,1.40,8.10,2.50,3.8,4.80,4.90,2.70,5.00,5.00,5.00,5.00,23,26,17,52,4,15,50,79,80,1,4
Astellas Pharma Inc.,4503,JP3942400007,JP,20180801,Pharmaceuticals,8.1,5.2,7.3,4.7,5.1,10,8.50,7.30,4.60,5.00,5.6,4.70,10,2.2,1.1,2.4,8.50,3.7,5.20,3.5,6.3,0,6.10,0.00,5.80,4.90,0,1.2,7.40,5.00,9.1,5.8,5.80,2.90,1.70,5.6,4.70,8.30,6.00,4.20,4.20,5.00,5.00,33,38,53,98,2,46,96,79,80,17,42
"BIOFERMIN PHARMACEUTICAL CO.,LTD.",4517,JP3799800002,JP,20180801,Pharmaceuticals,3.5,3.2,2.5,3.6,2.9,9.1,6.80,2.50,1.10,5.90,3.4,2.40,9.1,2.6,1.6,2.5,6.80,3.9,3.70,3.9,7,0,4.80,0.00,4.10,1.90,0,1.3,7.40,1.50,7.1,5.8,5.00,2.80,0.80,3.4,2.40,7.70,3.10,5.00,5.00,5.00,5.00,82,85,22,67,4,10,36,7,4,28,92
"The Bank of Kyoto, Ltd.",8369,JP3251200006,JP,20180801,Banks,1.9,3,2.3,3.5,2.3,2.3,5.50,9.30,3.10,3.50,0.6,4.10,10,1.1,0.4,0.6,5.50,2.5,1.00,0.8,1.3,0,6.80,0.00,3.70,3.50,0,0.5,6.10,2.20,3.2,0,2.80,8.40,4.20,0.6,2.60,4.90,0.50,5.00,5.00,5.00,5.00,83,85,7,21,4,1,1,0,0,17,42
"CHUGAI PHARMACEUTICAL CO., LTD.",4519,JP3519400000,JP,20180801,Pharmaceuticals,6.7,4.8,5.4,5.4,3.5,10,9.40,5.40,4.10,6.70,2.7,4.20,10,2.4,1.1,2.4,9.40,3.4,5.80,3.5,6.3,0,8.80,0.00,3.90,5.70,0,1.1,7.40,4.50,8.2,6.1,7.50,2.80,3.30,2.7,4.20,7.30,4.50,5.00,5.00,5.00,5.00,94,97,5,15,4,5,17,37,32,1,4
"DAIICHI SANKYO COMPANY, LIMITED",4568,JP3475350009,JP,20180801,Pharmaceuticals,5.1,4.3,5.7,3.7,4.6,10,8.60,5.70,2.10,5.00,5.3,4.10,10,2.3,1.1,2.4,8.60,3.7,5.40,3.6,6.3,0,4.80,0.00,6.40,4.20,0,1.2,8.40,3.50,8.8,6,9.90,2.90,5.80,5.3,4.10,7.80,4.90,5.00,5.00,5.00,5.00,90,92,31,85,3,39,93,79,80,17,42
"Fukuoka Financial Group, Inc.",8354,JP3805010000,JP,20180801,Banks,1.9,3.7,2.4,3.7,3.9,2.4,5.50,9.30,2.70,4.20,3.7,4.10,10,1.1,0.4,0.6,6.40,2.5,1.90,0.8,1.3,0,7.20,0.00,4.00,4.20,0,0.5,6.10,1.80,3.7,0,1.10,8.40,2.50,3.7,3.10,4.90,1.00,5.00,5.00,5.00,5.00,50,55,15,46,4,22,71,79,80,28,92
"HISAMITSU PHARMACEUTICAL CO.,INC.",4530,JP3784600003,JP,20180801,Pharmaceuticals,3.8,3.9,5.3,4.5,2.5,8.7,10.00,5.30,3.90,5.90,4.2,1.00,8.7,2.3,1.1,2.4,10.00,3.8,7.30,3.6,6.3,0,8.30,0.00,4.00,5.30,0,1.2,7.40,4.30,7.4,5.9,10.00,2.90,6.70,4.2,1.00,7.70,1.70,5.00,5.00,5.00,5.00,90,92,17,52,4,20,65,52,50,28,92
"Kyowa Hakko Kirin Co., Ltd.",4151,JP3256000005,JP,20180801,Pharmaceuticals,6.5,4.3,5.5,4.6,3.5,10,3.20,5.50,2.90,6.60,3.6,3.40,10,2.4,1.4,2.5,3.20,3.8,0.00,3.7,6.8,0,5.50,0.00,4.70,3.20,0,1.3,7.40,3.30,7.5,6,8.30,2.90,4.20,3.6,3.40,7.80,4.20,5.00,5.00,5.00,5.00,46,50,21,66,4,13,45,44,42,17,42
Mitsubishi Tanabe Pharma Corporation,4508,JP3469000008,JP,20180801,Pharmaceuticals,4.9,4,5.2,4.1,3.5,10,3.30,5.20,4.70,4.70,2.8,4.00,10,2.3,1.1,2.4,3.80,4.3,1.10,3.3,6.3,0,9.30,0.00,4.60,6.90,0,1.2,7.40,5.10,8,4.7,9.90,2.90,5.80,2.8,4.00,7.70,4.70,5.00,5.00,5.00,5.00,50,55,10,32,4,6,19,23,20,17,42
"Nomura Real Estate Holdings, Inc.",3231,JP3762900003,JP,20180801,Real Estate Development & Diversified Activities,5.9,5.2,5.5,5.9,4.3,7.3,7.20,7.50,5.90,5.80,4.5,4.20,7.3,4.3,2.7,2.2,7.20,4.5,4.60,2.6,2.8,2.1,9.00,0.00,3.00,5.00,21,2.4,4.90,1.60,4.4,1.6,10.00,0.00,5.00,4.5,4.20,5.30,2.50,5.00,5.00,5.00,5.00,32,37,38,93,3,25,77,44,42,28,92
