ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
Bell MTS Inc.,BCE,CA56348ZAW55,CA,20180401,Integrated Telecommunication Services,4.5,4.5,10,3.1,5.3,10,9.70,10.00,2.90,3.40,7.1,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6,0,3.40,9.00,5.40,7.1,4.40,6.20,3.60,3.70,3.70,3.70,3.70,70,89,64,42,1,81,70,51,39,95,93
CAE INC.,CAE,CA1247651088,CA,20180401,Aerospace & Defense,10,6.3,3.7,6.1,7.4,10,8.60,6.50,6.50,5.60,6.7,7.90,10,2.5,1.4,3.5,7.80,3.9,4.70,3.5,6.5,5.4,6.50,20.00,6.30,5.80,0,3.2,5.90,6.70,4.5,6.5,4.70,3.10,0.80,6.7,7.90,6.20,7.10,4.20,4.20,5.00,5.00,31,39,70,50,2,74,56,61,81,58,37
La Compagnie de Telephone Bell du Canada ou Bell Canada,BCE,CA07813ZBS26,CA,20180401,Integrated Telecommunication Services,4.5,4.5,10,3.1,5.3,10,9.70,10.00,2.90,3.40,7.1,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6,0,3.40,9.00,5.40,7.1,4.40,6.20,3.60,3.70,3.70,3.70,3.70,70,89,64,42,1,81,70,51,39,95,93
SOCIETE FINANCIERE DAIMLER CANADA INC.,DAIG,XS1346622803,CA,20180401,Automobiles,4.5,4.5,6.6,3.3,3.9,8.6,9.10,4.00,3.50,3.20,3.4,4.20,10,2.2,1.3,5.1,9.10,3.5,5.60,2.8,6.3,5.4,3.50,16.00,10.00,6.50,0,3.3,5.90,6.30,9.1,7.9,10.00,3.60,7.50,3.4,6.20,6.80,6.00,3.30,3.30,3.70,3.70,15,10,26,25,3,9,8,8,1,35,29
Maple Leaf Sports & Entertainment Ltd,,CA56530SAB57,CA,20180401,Integrated Telecommunication Services,4.5,4.5,10,3.1,5.3,10,9.70,10.00,2.90,3.40,7.1,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6,0,3.40,9.00,5.40,7.1,4.40,6.20,3.60,3.70,3.70,3.70,3.70,70,89,64,42,1,81,70,51,39,95,93
TELEBEC SOCIETE EN COMMANDITE,,CA87926DAB51,CA,20180401,Integrated Telecommunication Services,4.5,4.5,10,3.1,5.3,10,9.70,10.00,2.90,3.40,7.1,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6,0,3.40,9.00,5.40,7.1,4.40,6.20,3.60,3.70,3.70,3.70,3.70,70,89,64,42,1,81,70,51,39,95,93
"BELL ALIANT COMMUNICATIONS REGIONALES, SOCIETE EN COMMANDITE",,CA07785ZBD92,CA,20180401,Integrated Telecommunication Services,4.5,4.5,10,3.1,5.3,10,9.70,10.00,2.90,3.40,7.1,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6,0,3.40,9.00,5.40,7.1,4.40,6.20,3.60,3.70,3.70,3.70,3.70,70,89,64,42,1,81,70,51,39,95,93
BMW CANADA INC.,,CA05590HAT47,CA,20180401,Automobiles,6.2,4.9,5.6,5.6,3.4,5.3,8.10,8.50,6.80,4.50,3.4,3.30,10,2,1.1,7.2,8.10,3.5,4.60,2.5,5.8,4.8,6.80,17.00,9.90,9.70,0,3,6.10,6.70,8.7,7,10.00,4.10,7.50,3.4,7.20,6.70,6.90,3.30,3.30,3.70,3.70,17,12,12,15,3,8,8,12,5,58,56
Bell Aliant Communications Regionales Inc.,,CA07787C4048,CA,20180401,Integrated Telecommunication Services,4.5,4.5,10,3.1,5.3,10,9.70,10.00,2.90,3.40,7.1,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6,0,3.40,9.00,5.40,7.1,4.40,6.20,3.60,3.70,3.70,3.70,3.70,70,89,64,42,1,81,70,51,39,95,93
TELUS Corporation,T,CA87971M1032,CA,20180501,Integrated Telecommunication Services,8.2,5.8,10,5.1,6,10,9.20,10.00,4.00,6.20,7.1,5.30,10,2.5,1,1.9,9.30,2.5,4.80,1.1,1.7,0,4.00,17.00,10.00,7.00,0,1.5,7.20,6.30,5.4,0,6.20,9.00,8.20,7.1,5.90,6.20,5.10,5.00,5.00,3.70,3.70,90,94,82,68,1,83,70,25,14,95,93
Bell MTS Inc.,BCE,CA56348ZAW55,CA,20180501,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.3,10,9.70,10.00,2.90,3.40,6.9,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.9,4.40,6.20,3.60,3.70,3.70,3.70,3.70,86,89,64,41,1,74,52,51,39,58,37
CAE INC.,CAE,CA1247651088,CA,20180501,Aerospace & Defense,10,6.3,3.7,6.1,7.5,10,8.60,6.50,6.50,5.60,6.9,7.90,10,2.5,1.4,3.5,7.80,3.9,4.70,3.5,6.5,5.4,6.50,20.00,6.30,5.80,0,3.2,5.90,6.70,4.5,6.5,4.70,3.10,0.80,6.9,7.90,6.20,7.10,4.20,4.20,5.00,5.00,37,39,70,49,1,79,62,61,80,81,66
Rogers Communications Inc.,RCI.B,CA7751092007,CA,20180501,Wireless Telecommunication Services,7.6,5.8,10,5.8,5.4,10,9.70,10.00,5.70,7.00,5,5.70,10,2.2,0.9,1.8,10.00,2.3,5.90,1.2,2.1,0,5.70,17.00,9.70,8.40,0,1.5,7.30,8.40,5.9,0,7.00,8.20,8.20,5,6.00,6.20,5.20,5.00,5.00,5.00,5.00,32,33,59,37,3,35,12,3,2,95,93
La Compagnie de Telephone Bell du Canada ou Bell Canada,BCE,CA07813ZBS26,CA,20180501,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.3,10,9.70,10.00,2.90,3.40,6.9,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.9,4.40,6.20,3.60,3.70,3.70,3.70,3.70,86,89,64,41,1,74,52,51,39,58,37
SOCIETE FINANCIERE DAIMLER CANADA INC.,DAIG,XS1346622803,CA,20180501,Automobiles,4.5,4.7,6.6,3.4,4.2,8.6,9.10,4.00,3.50,3.30,4.2,4.20,10,2.2,1.3,5,9.10,3.5,5.60,2.7,6.2,5.4,3.50,16.00,10.00,6.50,0,3.2,5.90,6.30,9,7.9,10.00,3.60,7.50,4.2,6.20,6.80,6.00,3.30,3.30,3.70,3.70,18,10,46,41,2,20,14,8,1,35,29
Maple Leaf Sports & Entertainment Ltd,,CA56530SAB57,CA,20180501,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.3,10,9.70,10.00,2.90,3.40,6.9,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.9,4.40,6.20,3.60,3.70,3.70,3.70,3.70,86,89,64,41,1,74,52,51,39,58,37
TELEBEC SOCIETE EN COMMANDITE,,CA87926DAB51,CA,20180501,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.3,10,9.70,10.00,2.90,3.40,6.9,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.9,4.40,6.20,3.60,3.70,3.70,3.70,3.70,86,89,64,41,1,74,52,51,39,58,37
"BELL ALIANT COMMUNICATIONS REGIONALES, SOCIETE EN COMMANDITE",,CA07785ZBD92,CA,20180501,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.3,10,9.70,10.00,2.90,3.40,6.9,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.9,4.40,6.20,3.60,3.70,3.70,3.70,3.70,86,89,64,41,1,74,52,51,39,58,37
BMW CANADA INC.,,CA05590HAT47,CA,20180501,Automobiles,6.2,5,5.6,5.6,3.5,5.3,8.10,8.50,6.80,4.50,3.7,3.30,10,2,1.1,4.5,8.10,3.5,4.60,2.5,5.8,4.7,6.80,17.00,9.90,9.70,0,2.8,6.10,6.70,8.7,6.9,10.00,4.10,7.50,3.7,7.20,6.70,6.90,3.30,3.30,3.70,3.70,21,13,14,19,3,13,10,12,6,81,90
Data & Audio-Visual Enterprises Wireless Inc.,,CA237569AA68,CA,20180501,Wireless Telecommunication Services,7.6,5.8,10,5.8,5.4,10,9.70,10.00,5.70,7.00,5,5.70,10,2.2,0.9,1.8,10.00,2.3,5.90,1.2,2.1,0,5.70,17.00,9.70,8.40,0,1.5,7.30,8.40,5.9,0,7.00,8.20,8.20,5,6.00,6.20,5.20,5.00,5.00,5.00,5.00,32,33,59,37,3,35,12,3,2,95,93
Bell Aliant Communications Regionales Inc.,,CA07787C4048,CA,20180501,Integrated Telecommunication Services,4.5,4.4,10,3.1,5.3,10,9.70,10.00,2.90,3.40,6.9,4.20,10,2.4,1,1.9,9.70,2.5,5.20,1.2,1.8,0,2.90,17.00,10.00,5.90,0,1.5,7.20,6.30,6.1,0,3.40,9.00,5.40,6.9,4.40,6.20,3.60,3.70,3.70,3.70,3.70,86,89,64,41,1,74,52,51,39,58,37
BAUSCH HEALTH COMPANIES INC.,BHC,CA0717341071,CA,20180801,Pharmaceuticals,0,2.3,2.4,1.5,3.3,10,4.90,2.40,0.00,2.70,6.5,1.40,10,2.1,1.1,2.4,4.90,3.8,1.70,3.4,6.3,0,4.80,0.00,5.70,3.50,0,1.4,9.40,1.70,8.8,5.4,6.50,3.00,2.50,6.5,1.00,8.30,2.30,2.50,2.50,4.20,4.20,6,5,81,63,1,67,41,58,58,93,86
BAUSCH HEALTH COMPANIES INC.,BHC,CA0717341071,CA,20180901,Pharmaceuticals,0,2.3,2.4,1.7,2.9,10,4.90,2.40,0.00,3.20,6.5,0.80,10,2.1,1.1,2.4,4.90,3.8,1.70,3.4,6.3,0,4.80,0.00,5.70,3.50,0,1.4,9.40,1.90,8.8,5.4,6.50,3.00,2.50,6.5,0.10,9.00,2.10,2.50,2.50,4.20,4.20,6,6,80,64,1,67,42,59,59,93,85
BAUSCH HEALTH COMPANIES INC.,BHC,CA0717341071,CA,20181001,Pharmaceuticals,0,2.2,2.4,1.7,2.9,10,4.90,2.40,0.00,3.20,6.4,0.80,10,2.1,1.1,2.4,4.90,3.8,1.70,3.4,6.3,0,4.80,0.00,5.70,3.50,0,1.4,9.40,1.90,8.8,5.4,6.50,3.00,2.50,6.4,0.10,9.00,2.10,2.50,2.50,4.20,4.20,4,3,78,61,2,63,38,59,59,92,79
BAUSCH HEALTH COMPANIES INC.,BHC,USU9098VAN20,CA,20181001,Pharmaceuticals,0,2.2,2.4,1.7,2.9,10,4.90,2.40,0.00,3.20,6.4,0.80,10,2.1,1.1,2.4,4.90,3.8,1.70,3.4,6.3,0,4.80,0.00,5.70,3.50,0,1.4,9.40,1.90,8.8,5.4,6.50,3.00,2.50,6.4,0.10,9.00,2.10,2.50,2.50,4.20,4.20,4,3,78,61,2,63,38,59,59,92,79
BAUSCH HEALTH COMPANIES INC.,BHC,CA0717341071,CA,20181101,Pharmaceuticals,0,2.2,2.4,1.7,2.8,10,4.90,2.40,0.00,3.20,6.1,0.80,10,2.1,1.1,2.4,4.90,3.8,1.70,3.4,6.3,0,4.80,0.00,5.70,3.50,0,1.4,9.40,1.90,8.8,5.4,6.50,3.00,2.50,6.1,0.10,9.00,2.10,2.50,2.50,4.20,4.20,4,2,67,47,2,55,28,59,59,92,80
BAUSCH HEALTH COMPANIES INC.,BHC,USU9098VAN20,CA,20181101,Pharmaceuticals,0,2.2,2.4,1.7,2.8,10,4.90,2.40,0.00,3.20,6.1,0.80,10,2.1,1.1,2.4,4.90,3.8,1.70,3.4,6.3,0,4.80,0.00,5.70,3.50,0,1.4,9.40,1.90,8.8,5.4,6.50,3.00,2.50,6.1,0.10,9.00,2.10,2.50,2.50,4.20,4.20,4,2,67,47,2,55,28,59,59,92,80
BAUSCH HEALTH COMPANIES INC.,BHC,CA0717341071,CA,20181201,Pharmaceuticals,0.00,2.20,2.40,1.70,2.70,10.00,4.90,2.40,0.00,3.20,5.90,0.80,10.00,2.10,1.10,2.40,4.90,3.80,1.70,3.40,6.30,0.00,5.30,0.00,5.70,4.00,0.00,1.40,9.40,1.90,8.80,5.40,5.70,3.00,1.70,5.90,0.10,9.00,2.10,2.50,2.50,4.20,4.20,4,3,68,47,2,57,29,59,59,76,48
SAPUTO INC.,SAP,CA8029121057,CA,20180101,Food Products,2.8,3.5,1.6,4.8,5.8,0,2.30,7.90,2.30,4.40,5.8,,6.8,4.2,1.6,10,2.40,7.9,3.30,3.2,3.3,0,3.90,0.00,8.10,5.00,0,5.7,2.90,2.50,7.8,7.9,9.70,3.10,5.80,5.8,4.30,4.80,2.10,5.00,5.00,5.00,5.00,72,71,33,15,2,61,46,54,96,80,90
SAPUTO INC.,SAP,CA8029121057,CA,20180201,Food Products,2.8,3.4,1.6,4.8,5.7,0,2.30,7.90,3.70,4.40,5.7,,6.8,4.2,1.6,10,2.40,7.9,3.30,3.2,3.3,0,3.90,0.00,8.10,5.00,0,5.7,2.90,2.50,7.8,7.9,9.70,3.10,5.80,5.7,4.30,4.80,2.10,5.00,5.00,5.00,5.00,72,77,46,23,2,50,23,20,12,84,72
ARC RESOURCES LTD.,ARX,CA00208D4084,CA,20180201,Oil & Gas Exploration & Production,9.8,6.1,5,7.3,7.1,2.9,6.60,5.30,7.30,,7,7.10,2.9,9.5,3.7,4.6,8.30,5.4,6.70,6.3,6.9,2.3,8.10,0.00,4.60,5.70,19,5.9,6.30,6.80,2.8,5.2,6.70,0.10,1.70,7,7.10,6.00,6.10,5.00,5.00,5.00,5.00,45,51,79,60,1,80,66,57,58,61,42
SAPUTO INC.,SAP,CA8029121057,CA,20180301,Food Products,2.8,3.4,1.6,4.8,5.7,0,2.30,7.90,3.70,4.40,5.7,,6.8,4.2,1.6,10,2.40,7.9,3.30,3.2,3.3,0,3.90,0.00,8.10,5.00,0,5.7,2.90,2.50,7.8,7.9,9.70,3.10,5.80,5.7,4.30,4.80,2.10,5.00,5.00,5.00,5.00,71,76,46,24,2,49,21,20,12,81,65
AMERICAN EXPRESS CANADA CREDIT CORPORATION,AXP,CA02580ZAM82,CA,20180301,Consumer Finance,8.2,5.6,10,5.1,6.5,10,8.70,10.00,7.60,4.70,6.5,,10,1.1,0.4,0.9,8.70,3.5,5.20,0.8,2,0,6.90,0.00,8.10,8.00,0,0.5,7.30,7.90,5.9,0,4.90,7.60,5.50,6.5,9.00,5.30,7.30,3.70,3.70,3.70,3.70,80,81,49,37,2,70,77,54,94,81,74
Seven Generations Energy Ltd.,VII,CA81783Q1054,CA,20180301,Oil & Gas Exploration & Production,4.2,3.9,2.3,4.6,5.7,0.3,4.30,2.40,4.60,,7.4,4.00,0.3,10,3.7,4.6,2.50,5.5,1.00,6.4,6.9,2.3,5.20,0.00,4.30,2.50,18,5.9,6.30,1.30,2.9,5.2,7.50,0.10,2.50,7.4,4.00,6.00,3.00,5.00,5.00,5.00,5.00,34,38,97,95,1,88,83,61,81,47,22
ARC RESOURCES LTD.,ARX,CA00208D4084,CA,20180301,Oil & Gas Exploration & Production,9.8,6.1,5,7.3,7.1,2.9,6.60,5.30,7.30,,7,7.10,2.9,9.5,3.7,4.6,8.30,5.4,6.70,6.3,6.9,2.3,8.10,0.00,4.60,5.70,19,5.9,6.30,6.80,2.8,5.2,6.70,0.10,1.70,7,7.10,6.00,6.10,5.00,5.00,5.00,5.00,44,51,79,62,1,80,65,57,57,56,35
SAPUTO INC.,SAP,CA8029121057,CA,20180401,Food Products,2.8,3.4,1.6,4.8,5.7,0,2.30,7.90,3.70,4.40,5.7,,6.8,4.2,1.6,10,2.40,7.9,3.30,3.2,3.3,0,3.90,0.00,8.10,5.00,0,5.7,2.90,2.50,7.8,7.9,9.70,3.10,5.80,5.7,4.30,4.80,2.10,5.00,5.00,5.00,5.00,59,74,45,24,2,47,20,20,12,82,66
ONEX CORPORATION,ONEX,CA68272K1030,CA,20180401,Diversified Financials,5.9,5.1,7.9,5.3,4.4,7.9,7.00,4.30,5.60,4.90,4.4,,7.9,4.8,0.8,1.2,7.10,2.4,2.50,0.9,0.1,0,3.10,0.00,7.40,3.50,0,0.7,6.90,5.50,5.9,0,3.70,5.00,1.70,4.4,3.40,5.30,1.70,5.00,5.00,5.00,5.00,24,31,17,4,4,21,6,43,28,64,44
TOYOTA CREDIT CANADA INC.,TOYOM,CA892329AY97,CA,20180401,Consumer Finance,3.1,4,5,3.7,2.4,3.6,7.90,5.30,3.60,3.70,2.4,,10,2.3,1.3,7.16,7.80,3.8,4.60,3.1,6.7,6.1,3.60,20.00,8.80,5.40,0,3.2,6.00,5.90,9.5,8.1,8.80,3.20,5.00,2.4,6.60,6.70,6.30,4.20,4.20,4.20,4.20,26,37,9,23,4,3,8,29,7,1,4
Seven Generations Energy Ltd.,VII,CA81783Q1054,CA,20180401,Oil & Gas Exploration & Production,4.2,3.9,2.3,4.6,5.7,0.3,4.30,2.40,4.60,,7.4,4.00,0.3,10,3.7,4.6,2.50,5.5,1.00,6.4,6.9,2.3,5.20,0.00,4.30,2.50,18,5.9,6.30,1.30,2.9,5.2,7.50,0.10,2.50,7.4,4.00,6.00,3.00,5.00,5.00,5.00,5.00,29,37,97,95,1,87,83,61,81,49,24
Element Fleet Management Corp.,EFN,CA2861812014,CA,20180401,Diversified Financials,5,4.8,6.7,4.4,5.3,6.7,4.40,8.00,5.40,,6,4.40,6.7,1.3,0.4,0.8,4.40,3.6,1.00,0.8,2.2,0,7.50,0.00,6.90,7.40,0,0.5,6.30,4.70,3.1,0,2.80,8.40,4.20,6,4.40,5.10,2.50,5.00,5.00,5.00,5.00,8,11,70,50,2,55,29,57,56,38,11
